CodigoFabricante;Nome;Descricao;Categoria;Subcategoria;Marca;Voltagem;Amperagem;Aplicacao;ImagemLocal;Segmento
LAN-VAL-11-LD-24V;Lanterna lanterna LED redonda direita;Lanterna lanterna LED redonda 24V direita;Lanternas;LED;VALEO;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_LAN-VAL-11-LD-24V.png;Pesado
LAN-VAL-11-LE-12V;Lanterna lanterna LED redonda esquerda;Lanterna lanterna LED redonda 12V esquerda;Lanternas;LED;VALEO;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_LAN-VAL-11-LE-12V.png;Leve
LAN-VAL-11-LE-24V;Lanterna lanterna LED redonda esquerda;Lanterna lanterna LED redonda 24V esquerda;Lanternas;LED;VALEO;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_LAN-VAL-11-LE-24V.png;Pesado
LAN-VAL-11-UNI-12V;Lanterna lanterna LED redonda universal;Lanterna lanterna LED redonda 12V universal;Lanternas;LED;VALEO;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_LAN-VAL-11-UNI-12V.png;Leve
LAN-VAL-11-UNI-24V;Lanterna lanterna LED redonda universal;Lanterna lanterna LED redonda 24V universal;Lanternas;LED;VALEO;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_LAN-VAL-11-UNI-24V.png;Pesado
LAN-VAL-12-LD-12V;Lanterna lanterna galeria direita;Lanterna lanterna galeria 12V direita;Lanternas;galeria;VALEO;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_LAN-VAL-12-LD-12V.png;Leve
LAN-VAL-12-LD-24V;Lanterna lanterna galeria direita;Lanterna lanterna galeria 24V direita;Lanternas;galeria;VALEO;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_LAN-VAL-12-LD-24V.png;Pesado
LAN-VAL-12-LE-12V;Lanterna lanterna galeria esquerda;Lanterna lanterna galeria 12V esquerda;Lanternas;galeria;VALEO;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_LAN-VAL-12-LE-12V.png;Leve
LAN-VAL-12-LE-24V;Lanterna lanterna galeria esquerda;Lanterna lanterna galeria 24V esquerda;Lanternas;galeria;VALEO;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_LAN-VAL-12-LE-24V.png;Pesado
LAN-VAL-12-UNI-12V;Lanterna lanterna galeria universal;Lanterna lanterna galeria 12V universal;Lanternas;galeria;VALEO;12V;;Sinalizacao 12V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_LAN-VAL-12-UNI-12V.png;Leve
LAN-VAL-12-UNI-24V;Lanterna lanterna galeria universal;Lanterna lanterna galeria 24V universal;Lanternas;galeria;VALEO;24V;;Sinalizacao 24V;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\VALEO_LAN-VAL-12-UNI-24V.png;Pesado
LMP-OSR-H1-12V-01;Lampada H1 55W;Lampada H1 55W 12V;Lampadas;H1;OSRAM;12V;55W;Iluminacao H1;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-H1-12V-01.png;Leve
LMP-OSR-H3-12V-02;Lampada H3 55W;Lampada H3 55W 12V;Lampadas;H3;OSRAM;12V;55W;Iluminacao H3;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-H3-12V-02.png;Leve
LMP-OSR-H4-12V-03;Lampada H4 60/55W;Lampada H4 60/55W 12V;Lampadas;H4;OSRAM;12V;60/55W;Iluminacao H4;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-H4-12V-03.png;Leve
LMP-OSR-H7-12V-04;Lampada H7 55W;Lampada H7 55W 12V;Lampadas;H7;OSRAM;12V;55W;Iluminacao H7;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-H7-12V-04.png;Leve
LMP-OSR-H8-12V-05;Lampada H8 35W;Lampada H8 35W 12V;Lampadas;H8;OSRAM;12V;35W;Iluminacao H8;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-H8-12V-05.png;Leve
LMP-OSR-H9-12V-06;Lampada H9 65W;Lampada H9 65W 12V;Lampadas;H9;OSRAM;12V;65W;Iluminacao H9;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-H9-12V-06.png;Leve
LMP-OSR-H11-12V-07;Lampada H11 55W;Lampada H11 55W 12V;Lampadas;H11;OSRAM;12V;55W;Iluminacao H11;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-H11-12V-07.png;Leve
LMP-OSR-HB3-12V-08;Lampada HB3 60W;Lampada HB3 60W 12V;Lampadas;HB3;OSRAM;12V;60W;Iluminacao HB3;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-HB3-12V-08.png;Leve
LMP-OSR-HB4-12V-09;Lampada HB4 51W;Lampada HB4 51W 12V;Lampadas;HB4;OSRAM;12V;51W;Iluminacao HB4;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-HB4-12V-09.png;Leve
LMP-OSR-H4-24V-10;Lampada H4 75/70W;Lampada H4 75/70W 24V;Lampadas;H4;OSRAM;24V;75/70W;Iluminacao H4;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-H4-24V-10.png;Pesado
LMP-OSR-H7-24V-11;Lampada H7 70W;Lampada H7 70W 24V;Lampadas;H7;OSRAM;24V;70W;Iluminacao H7;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-H7-24V-11.png;Pesado
LMP-OSR-P21W-12V-12;Lampada P21W 21W;Lampada P21W 21W 12V;Lampadas;P21W;OSRAM;12V;21W;Iluminacao P21W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-P21W-12V-12.png;Leve
LMP-OSR-P21/5W-12V-13;Lampada P21/5W 21/5W;Lampada P21/5W 21/5W 12V;Lampadas;P21/5W;OSRAM;12V;21/5W;Iluminacao P21/5W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-P21_5W-12V-13.png;Leve
LMP-OSR-R5W-12V-14;Lampada R5W 5W;Lampada R5W 5W 12V;Lampadas;R5W;OSRAM;12V;5W;Iluminacao R5W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-R5W-12V-14.png;Leve
LMP-OSR-R10W-12V-15;Lampada R10W 10W;Lampada R10W 10W 12V;Lampadas;R10W;OSRAM;12V;10W;Iluminacao R10W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-R10W-12V-15.png;Leve
LMP-OSR-T10-12V-16;Lampada T10 5W;Lampada T10 5W 12V;Lampadas;T10;OSRAM;12V;5W;Iluminacao T10;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-T10-12V-16.png;Leve
LMP-OSR-T20-12V-17;Lampada T20 21W;Lampada T20 21W 12V;Lampadas;T20;OSRAM;12V;21W;Iluminacao T20;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-T20-12V-17.png;Leve
LMP-OSR-W5W-12V-18;Lampada W5W 5W;Lampada W5W 5W 12V;Lampadas;W5W;OSRAM;12V;5W;Iluminacao W5W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-W5W-12V-18.png;Leve
LMP-OSR-WY5W-12V-19;Lampada WY5W 5W;Lampada WY5W 5W 12V;Lampadas;WY5W;OSRAM;12V;5W;Iluminacao WY5W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-WY5W-12V-19.png;Leve
LMP-OSR-C5W-12V-20;Lampada C5W 5W;Lampada C5W 5W 12V;Lampadas;C5W;OSRAM;12V;5W;Iluminacao C5W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-C5W-12V-20.png;Leve
LMP-OSR-PY21W-12V-21;Lampada PY21W 21W;Lampada PY21W 21W 12V;Lampadas;PY21W;OSRAM;12V;21W;Iluminacao PY21W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-PY21W-12V-21.png;Leve
LMP-OSR-P21W-24V-22;Lampada P21W 21W;Lampada P21W 21W 24V;Lampadas;P21W;OSRAM;24V;21W;Iluminacao P21W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-P21W-24V-22.png;Pesado
LMP-OSR-R5W-24V-23;Lampada R5W 5W;Lampada R5W 5W 24V;Lampadas;R5W;OSRAM;24V;5W;Iluminacao R5W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-R5W-24V-23.png;Pesado
LMP-OSR-LED-T10-12V-24;Lampada LED-T10 1.5W;Lampada LED-T10 1.5W 12V;Lampadas;LED;OSRAM;12V;1.5W;Iluminacao LED-T10;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-LED-T10-12V-24.png;Leve
LMP-OSR-LED-T20-12V-25;Lampada LED-T20 3W;Lampada LED-T20 3W 12V;Lampadas;LED;OSRAM;12V;3W;Iluminacao LED-T20;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-LED-T20-12V-25.png;Leve
LMP-OSR-LED-P21W-12V-26;Lampada LED-P21W 3W;Lampada LED-P21W 3W 12V;Lampadas;LED;OSRAM;12V;3W;Iluminacao LED-P21W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-LED-P21W-12V-26.png;Leve
LMP-OSR-LED-H4-12V-27;Lampada LED-H4 40W;Lampada LED-H4 40W 12V;Lampadas;LED;OSRAM;12V;40W;Iluminacao LED-H4;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-LED-H4-12V-27.png;Leve
LMP-OSR-LED-H7-12V-28;Lampada LED-H7 40W;Lampada LED-H7 40W 12V;Lampadas;LED;OSRAM;12V;40W;Iluminacao LED-H7;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-LED-H7-12V-28.png;Leve
LMP-OSR-LED-H11-12V-29;Lampada LED-H11 40W;Lampada LED-H11 40W 12V;Lampadas;LED;OSRAM;12V;40W;Iluminacao LED-H11;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-LED-H11-12V-29.png;Leve
LMP-OSR-LED-H4-24V-30;Lampada LED-H4 40W;Lampada LED-H4 40W 24V;Lampadas;LED;OSRAM;24V;40W;Iluminacao LED-H4;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-LED-H4-24V-30.png;Pesado
LMP-OSR-LED-T10-24V-31;Lampada LED-T10 1.5W;Lampada LED-T10 1.5W 24V;Lampadas;LED;OSRAM;24V;1.5W;Iluminacao LED-T10;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-LED-T10-24V-31.png;Pesado
LMP-OSR-D2S-12V-32;Lampada D2S 35W;Lampada D2S 35W 12V;Lampadas;D2S;OSRAM;12V;35W;Iluminacao D2S;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-D2S-12V-32.png;Leve
LMP-OSR-D3S-12V-33;Lampada D3S 35W;Lampada D3S 35W 12V;Lampadas;D3S;OSRAM;12V;35W;Iluminacao D3S;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-D3S-12V-33.png;Leve
LMP-OSR-D4S-12V-34;Lampada D4S 35W;Lampada D4S 35W 12V;Lampadas;D4S;OSRAM;12V;35W;Iluminacao D4S;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\OSRAM_LMP-OSR-D4S-12V-34.png;Leve
LMP-PHI-H1-12V-01;Lampada H1 55W;Lampada H1 55W 12V;Lampadas;H1;PHILIPS;12V;55W;Iluminacao H1;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-H1-12V-01.png;Leve
LMP-PHI-H3-12V-02;Lampada H3 55W;Lampada H3 55W 12V;Lampadas;H3;PHILIPS;12V;55W;Iluminacao H3;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-H3-12V-02.png;Leve
LMP-PHI-H4-12V-03;Lampada H4 60/55W;Lampada H4 60/55W 12V;Lampadas;H4;PHILIPS;12V;60/55W;Iluminacao H4;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-H4-12V-03.png;Leve
LMP-PHI-H7-12V-04;Lampada H7 55W;Lampada H7 55W 12V;Lampadas;H7;PHILIPS;12V;55W;Iluminacao H7;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-H7-12V-04.png;Leve
LMP-PHI-H8-12V-05;Lampada H8 35W;Lampada H8 35W 12V;Lampadas;H8;PHILIPS;12V;35W;Iluminacao H8;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-H8-12V-05.png;Leve
LMP-PHI-H9-12V-06;Lampada H9 65W;Lampada H9 65W 12V;Lampadas;H9;PHILIPS;12V;65W;Iluminacao H9;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-H9-12V-06.png;Leve
LMP-PHI-H11-12V-07;Lampada H11 55W;Lampada H11 55W 12V;Lampadas;H11;PHILIPS;12V;55W;Iluminacao H11;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-H11-12V-07.png;Leve
LMP-PHI-HB3-12V-08;Lampada HB3 60W;Lampada HB3 60W 12V;Lampadas;HB3;PHILIPS;12V;60W;Iluminacao HB3;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-HB3-12V-08.png;Leve
LMP-PHI-HB4-12V-09;Lampada HB4 51W;Lampada HB4 51W 12V;Lampadas;HB4;PHILIPS;12V;51W;Iluminacao HB4;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-HB4-12V-09.png;Leve
LMP-PHI-H4-24V-10;Lampada H4 75/70W;Lampada H4 75/70W 24V;Lampadas;H4;PHILIPS;24V;75/70W;Iluminacao H4;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-H4-24V-10.png;Pesado
LMP-PHI-H7-24V-11;Lampada H7 70W;Lampada H7 70W 24V;Lampadas;H7;PHILIPS;24V;70W;Iluminacao H7;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-H7-24V-11.png;Pesado
LMP-PHI-P21W-12V-12;Lampada P21W 21W;Lampada P21W 21W 12V;Lampadas;P21W;PHILIPS;12V;21W;Iluminacao P21W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-P21W-12V-12.png;Leve
LMP-PHI-P21/5W-12V-13;Lampada P21/5W 21/5W;Lampada P21/5W 21/5W 12V;Lampadas;P21/5W;PHILIPS;12V;21/5W;Iluminacao P21/5W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-P21_5W-12V-13.png;Leve
LMP-PHI-R5W-12V-14;Lampada R5W 5W;Lampada R5W 5W 12V;Lampadas;R5W;PHILIPS;12V;5W;Iluminacao R5W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-R5W-12V-14.png;Leve
LMP-PHI-R10W-12V-15;Lampada R10W 10W;Lampada R10W 10W 12V;Lampadas;R10W;PHILIPS;12V;10W;Iluminacao R10W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-R10W-12V-15.png;Leve
LMP-PHI-T10-12V-16;Lampada T10 5W;Lampada T10 5W 12V;Lampadas;T10;PHILIPS;12V;5W;Iluminacao T10;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-T10-12V-16.png;Leve
LMP-PHI-T20-12V-17;Lampada T20 21W;Lampada T20 21W 12V;Lampadas;T20;PHILIPS;12V;21W;Iluminacao T20;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-T20-12V-17.png;Leve
LMP-PHI-W5W-12V-18;Lampada W5W 5W;Lampada W5W 5W 12V;Lampadas;W5W;PHILIPS;12V;5W;Iluminacao W5W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-W5W-12V-18.png;Leve
LMP-PHI-WY5W-12V-19;Lampada WY5W 5W;Lampada WY5W 5W 12V;Lampadas;WY5W;PHILIPS;12V;5W;Iluminacao WY5W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-WY5W-12V-19.png;Leve
LMP-PHI-C5W-12V-20;Lampada C5W 5W;Lampada C5W 5W 12V;Lampadas;C5W;PHILIPS;12V;5W;Iluminacao C5W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-C5W-12V-20.png;Leve
LMP-PHI-PY21W-12V-21;Lampada PY21W 21W;Lampada PY21W 21W 12V;Lampadas;PY21W;PHILIPS;12V;21W;Iluminacao PY21W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-PY21W-12V-21.png;Leve
LMP-PHI-P21W-24V-22;Lampada P21W 21W;Lampada P21W 21W 24V;Lampadas;P21W;PHILIPS;24V;21W;Iluminacao P21W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-P21W-24V-22.png;Pesado
LMP-PHI-R5W-24V-23;Lampada R5W 5W;Lampada R5W 5W 24V;Lampadas;R5W;PHILIPS;24V;5W;Iluminacao R5W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-R5W-24V-23.png;Pesado
LMP-PHI-LED-T10-12V-24;Lampada LED-T10 1.5W;Lampada LED-T10 1.5W 12V;Lampadas;LED;PHILIPS;12V;1.5W;Iluminacao LED-T10;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-LED-T10-12V-24.png;Leve
LMP-PHI-LED-T20-12V-25;Lampada LED-T20 3W;Lampada LED-T20 3W 12V;Lampadas;LED;PHILIPS;12V;3W;Iluminacao LED-T20;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-LED-T20-12V-25.png;Leve
LMP-PHI-LED-P21W-12V-26;Lampada LED-P21W 3W;Lampada LED-P21W 3W 12V;Lampadas;LED;PHILIPS;12V;3W;Iluminacao LED-P21W;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-LED-P21W-12V-26.png;Leve
LMP-PHI-LED-H4-12V-27;Lampada LED-H4 40W;Lampada LED-H4 40W 12V;Lampadas;LED;PHILIPS;12V;40W;Iluminacao LED-H4;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-LED-H4-12V-27.png;Leve
LMP-PHI-LED-H7-12V-28;Lampada LED-H7 40W;Lampada LED-H7 40W 12V;Lampadas;LED;PHILIPS;12V;40W;Iluminacao LED-H7;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-LED-H7-12V-28.png;Leve
LMP-PHI-LED-H11-12V-29;Lampada LED-H11 40W;Lampada LED-H11 40W 12V;Lampadas;LED;PHILIPS;12V;40W;Iluminacao LED-H11;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-LED-H11-12V-29.png;Leve
LMP-PHI-LED-H4-24V-30;Lampada LED-H4 40W;Lampada LED-H4 40W 24V;Lampadas;LED;PHILIPS;24V;40W;Iluminacao LED-H4;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-LED-H4-24V-30.png;Pesado
LMP-PHI-LED-T10-24V-31;Lampada LED-T10 1.5W;Lampada LED-T10 1.5W 24V;Lampadas;LED;PHILIPS;24V;1.5W;Iluminacao LED-T10;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-LED-T10-24V-31.png;Pesado
LMP-PHI-D2S-12V-32;Lampada D2S 35W;Lampada D2S 35W 12V;Lampadas;D2S;PHILIPS;12V;35W;Iluminacao D2S;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-D2S-12V-32.png;Leve
LMP-PHI-D3S-12V-33;Lampada D3S 35W;Lampada D3S 35W 12V;Lampadas;D3S;PHILIPS;12V;35W;Iluminacao D3S;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-D3S-12V-33.png;Leve
LMP-PHI-D4S-12V-34;Lampada D4S 35W;Lampada D4S 35W 12V;Lampadas;D4S;PHILIPS;12V;35W;Iluminacao D4S;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PHILIPS_LMP-PHI-D4S-12V-34.png;Leve
LMP-PRI-H1-12V-01;Lampada H1 55W;Lampada H1 55W 12V;Lampadas;H1;PRIMOX;12V;55W;Iluminacao H1;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LMP-PRI-H1-12V-01.png;Leve
LMP-PRI-H3-12V-02;Lampada H3 55W;Lampada H3 55W 12V;Lampadas;H3;PRIMOX;12V;55W;Iluminacao H3;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LMP-PRI-H3-12V-02.png;Leve
LMP-PRI-H4-12V-03;Lampada H4 60/55W;Lampada H4 60/55W 12V;Lampadas;H4;PRIMOX;12V;60/55W;Iluminacao H4;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LMP-PRI-H4-12V-03.png;Leve
LMP-PRI-H7-12V-04;Lampada H7 55W;Lampada H7 55W 12V;Lampadas;H7;PRIMOX;12V;55W;Iluminacao H7;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LMP-PRI-H7-12V-04.png;Leve
LMP-PRI-H8-12V-05;Lampada H8 35W;Lampada H8 35W 12V;Lampadas;H8;PRIMOX;12V;35W;Iluminacao H8;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LMP-PRI-H8-12V-05.png;Leve
LMP-PRI-H9-12V-06;Lampada H9 65W;Lampada H9 65W 12V;Lampadas;H9;PRIMOX;12V;65W;Iluminacao H9;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LMP-PRI-H9-12V-06.png;Leve
LMP-PRI-H11-12V-07;Lampada H11 55W;Lampada H11 55W 12V;Lampadas;H11;PRIMOX;12V;55W;Iluminacao H11;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LMP-PRI-H11-12V-07.png;Leve
LMP-PRI-HB3-12V-08;Lampada HB3 60W;Lampada HB3 60W 12V;Lampadas;HB3;PRIMOX;12V;60W;Iluminacao HB3;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LMP-PRI-HB3-12V-08.png;Leve
LMP-PRI-HB4-12V-09;Lampada HB4 51W;Lampada HB4 51W 12V;Lampadas;HB4;PRIMOX;12V;51W;Iluminacao HB4;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LMP-PRI-HB4-12V-09.png;Leve
LMP-PRI-H4-24V-10;Lampada H4 75/70W;Lampada H4 75/70W 24V;Lampadas;H4;PRIMOX;24V;75/70W;Iluminacao H4;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LMP-PRI-H4-24V-10.png;Pesado
LMP-PRI-H7-24V-11;Lampada H7 70W;Lampada H7 70W 24V;Lampadas;H7;PRIMOX;24V;70W;Iluminacao H7;C:\Users\campo\AppData\Local\PrimoAutoEletrica\Catalogo\Imagens\PrimoxLote2\PRIMOX_LMP-PRI-H7-24V-11.png;Pesado
