DataHora=2026-09-26T14:05:34.5341682-03:00 | Nivel=INFO | Usuario=Nao autenticado | Perfil=Sem perfil | Tela=Geral | Acao=Inicializando estrutura do banco SQLite em 'C:\Users\campo\AppData\Local\Temp\primox-c113-smoke-20260926_140533\primoauto_operacional.db'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.8281875-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: MainWindow:BuscaGlobalSobDemanda (344 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.8289205-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: MainWindow:NotificacaoShellAcionavel. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.8886539-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.8892224-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.8897602-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.9131301-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.9222128-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.9466307-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.9489802-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Financeiro | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.9495190-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Financeiro | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.9500724-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Financeiro'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.9569752-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: MainWindow:NotificacaoShellAcionavel (128 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.9575400-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: MainWindow:CruzadaAgendamentosParaOS. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.9939764-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.9945534-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:37.9951608-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.0896164-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Agendamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.0903559-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Agendamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.0909303-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Agendamentos'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.1806901-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: OrdensServico | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.1813776-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: OrdensServico | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.1818952-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'OrdensServico'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.1959807-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: MainWindow:CruzadaAgendamentosParaOS (238 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.1965308-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: MainWindow:CruzadaOrcamentosParaFinanceiro. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.2243963-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.2249988-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.2255514-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.3603794-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Orcamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.3611356-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Orcamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.3617391-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Orcamentos'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.3859146-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.3951255-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.4200081-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.4222445-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Financeiro | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.4227987-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Financeiro | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.4233129-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Financeiro'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.4304681-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: MainWindow:CruzadaOrcamentosParaFinanceiro (233 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.4312487-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:Dashboard. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.4473518-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.4480348-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.4658834-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:Dashboard (34 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.4665128-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:Clientes. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.5510009-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Clientes | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.5517055-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Clientes | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.6365307-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:Clientes (170 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:38.6371679-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:Veiculos. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.0727514-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Veiculos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.0733998-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Veiculos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.1858449-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:Veiculos (548 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.1865014-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:AutoEletricaTecnica. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.2272291-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: AutoEletricaTecnica | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.2279802-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: AutoEletricaTecnica | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.2438417-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:AutoEletricaTecnica (57 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.2444642-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:Orcamentos. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.3621309-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Orcamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.3628310-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Orcamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.4606948-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:Orcamentos (216 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.4614093-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:OrdensServico. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.5380478-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: OrdensServico | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.5387290-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: OrdensServico | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.5831774-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:OrdensServico (121 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.5838456-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:OficinaKanban. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.9760372-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: OficinaKanban | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:39.9766557-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: OficinaKanban | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.1120356-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:OficinaKanban (528 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.1128220-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:PDV. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.1248007-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: PDV | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.1253986-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: PDV | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.1441906-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:PDV (31 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.1448043-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:Estoque. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.1531645-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Estoque | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.1537488-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Estoque | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.1833690-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:Estoque (38 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.1839907-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:CatalogoPecas. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.1923870-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: CatalogoPecas | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.1929626-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: CatalogoPecas | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.2152181-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:CatalogoPecas (31 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.2158316-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:ImportarNFe. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.2417786-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: ImportarNFe | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.2424999-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: ImportarNFe | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.2561626-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:ImportarNFe (40 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.2567756-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:Financeiro. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.2762877-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.2855057-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.3104438-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.3127358-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Financeiro | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.3132974-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Financeiro | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.7856843-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:Financeiro (528 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.7864133-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:Fornecedores. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.7934420-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Fornecedores | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.7940326-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Fornecedores | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.8204632-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:Fornecedores (34 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.8211613-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:Funcionarios. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.8277919-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Funcionarios | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.8284598-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Funcionarios | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.8460210-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:Funcionarios (24 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.8465945-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:Agendamentos. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.9419166-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Agendamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:40.9426622-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Agendamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.0663529-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:Agendamentos (219 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.0670421-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Modulo:Relatorios. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.0939017-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Relatorios | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.0945291-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Relatorios | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.1588613-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Modulo:Relatorios (91 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.1594837-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Janela:ImportarNota. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.4596938-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Janela:ImportarNota (300 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.4603405-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Janela:ImportarCatalogoPecas. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.5982946-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Janela:ImportarCatalogoPecas (137 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.6130503-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Janela:AjusteEstoqueWindow. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.7423306-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Janela:AjusteEstoqueWindow (129 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.7429892-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Janela:AtalhosTecladoWindow. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.8919666-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Janela:AtalhosTecladoWindow (148 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:41.8927416-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Janela:NovoClienteWindow. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:42.0122617-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Janela:NovoClienteWindow (119 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:42.0129684-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Janela:VisualizarClienteWindow. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:42.1334219-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Janela:VisualizarClienteWindow (120 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:42.1340539-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Janela:ComissaoSettlementWindow. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:42.2930102-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Janela:ComissaoSettlementWindow (158 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:42.2937077-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Janela:GarantiaRetornosWindow. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:42.5223808-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Janela:GarantiaRetornosWindow (228 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:42.5230765-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Janela:ImportarCatalogoPecasWindow. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:42.6510764-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Janela:ImportarCatalogoPecasWindow (127 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:42.6517964-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Janela:LembretesRevisaoWindow. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:42.7426205-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Janela:LembretesRevisaoWindow (90 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:42.7432991-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Janela:LoginWindow. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:42.8519512-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Janela:LoginWindow (108 ms). | ErroTecnico= | StackTrace=
