ID,Tela,Arquivo,Elemento,Rotulo,Handler,Tipo,Risco,Classificacao,Observacao
BTN-0283,ClientesControl,UserControls\ClientesControl.xaml,LimparFiltrosClientesButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[ClearFilters]}",LimparFiltrosClientesButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0284,ClientesControl,UserControls\ClientesControl.xaml,ExportarClientesButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Export]}",ExportarClientesButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0285,ClientesControl,UserControls\ClientesControl.xaml,AgendarClienteButton,Agendar,AgendarClienteButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0286,ClientesControl,UserControls\ClientesControl.xaml,NovoVeiculoClienteButton,Novo veículo,NovoVeiculoClienteButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0287,ClientesControl,UserControls\ClientesControl.xaml,Abrir360ClienteButton,360,Abrir360ClienteButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0288,ClientesControl,UserControls\ClientesControl.xaml,WhatsAppClienteButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[WhatsApp]}",WhatsAppClienteButton_Click,Button,Médio,REQUIRES_EXTERNAL_DEPENDENCY,Dependência externa (SEFAZ / Certificado / WhatsApp)
BTN-0289,ClientesControl,UserControls\ClientesControl.xaml,NovaOsClienteButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewOs]}",NovaOsClienteButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0290,ClientesControl,UserControls\ClientesControl.xaml,NovoOrcamentoClienteButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewQuote]}",NovoOrcamentoClienteButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0291,ClientesControl,UserControls\ClientesControl.xaml,ExcluirClienteButton,Excluir,ExcluirClienteButton_Click,Button,Alto,DESTRUCTIVE_REQUIRES_CONFIRMATION,Ação destrutiva inspecionada com segurança — execução bloqueada
BTN-0292,ClientesControl,UserControls\ClientesControl.xaml,NovoClienteButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewClient]}",NovoClienteButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0293,ClientesControl,UserControls\ClientesControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[TryAgain]}",RetryClientesButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0294,ClientesControl,UserControls\ClientesControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewClient]}",NovoClienteButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0295,DashboardControl,UserControls\DashboardControl.xaml,,7d,Periodo7Button_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0296,DashboardControl,UserControls\DashboardControl.xaml,,30d,Periodo30Button_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0297,DashboardControl,UserControls\DashboardControl.xaml,,90d,Periodo90Button_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0298,DashboardControl,UserControls\DashboardControl.xaml,AtualizarDashboardButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Refresh]}",AtualizarDashboardButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0299,DashboardControl,UserControls\DashboardControl.xaml,,Abrir módulo relacionado,AttentionItem_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0300,DashboardControl,UserControls\DashboardControl.xaml,AtalhoOrcamentosDashboardButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewQuote]}",AtalhoModuloButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0301,DashboardControl,UserControls\DashboardControl.xaml,AtalhoOrdensServicoDashboardButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewOs]}",AtalhoModuloButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0302,DashboardControl,UserControls\DashboardControl.xaml,AtalhoAgendamentosDashboardButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[AppointmentsTitle]}",AtalhoModuloButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0303,DashboardControl,UserControls\DashboardControl.xaml,AtalhoPdvDashboardButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[PdvTitle]}",AtalhoModuloButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0304,DashboardControl,UserControls\DashboardControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Clients]}",AtalhoModuloButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0305,DashboardControl,UserControls\DashboardControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[VehiclesTitle]}",AtalhoModuloButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0306,DashboardControl,UserControls\DashboardControl.xaml,AtalhoEstoqueDashboardButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[InventoryTitle]}",AtalhoModuloButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0307,DashboardControl,UserControls\DashboardControl.xaml,AtalhoFinanceiroDashboardButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[FinanceTitle]}",AtalhoModuloButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0308,DashboardControl,UserControls\DashboardControl.xaml,,Kanban,AtalhoModuloButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0309,EstoqueControl,UserControls\EstoqueControl.xaml,SugestoesCompraButton,Sugestoes compra,SugestoesCompraButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0310,EstoqueControl,UserControls\EstoqueControl.xaml,NovoProdutoButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewProduct]}",NovoProdutoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0311,EstoqueControl,UserControls\EstoqueControl.xaml,EditarProdutoSelecionadoButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[EditProduct]}",EditarProdutoSelecionadoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0312,EstoqueControl,UserControls\EstoqueControl.xaml,AjustarEstoqueButton,Ajuste,AjustarEstoqueButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0313,EstoqueControl,UserControls\EstoqueControl.xaml,EntradaEstoqueButton,Entrada,EntradaEstoqueButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0314,EstoqueControl,UserControls\EstoqueControl.xaml,SaidaEstoqueButton,Saida,SaidaEstoqueButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0315,EstoqueControl,UserControls\EstoqueControl.xaml,InventarioEstoqueButton,Inventario,InventariarProdutoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0316,EstoqueControl,UserControls\EstoqueControl.xaml,EtiquetaProdutoButton,Etiqueta,EtiquetaProdutoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0317,EstoqueControl,UserControls\EstoqueControl.xaml,HistoricoEstoqueHeaderButton,Historico,HistoricoEstoqueButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0318,EstoqueControl,UserControls\EstoqueControl.xaml,ExportarEstoqueButton,Exportar,ExportarEstoqueButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0319,EstoqueControl,UserControls\EstoqueControl.xaml,TransferirEstoqueButton,Transferir,TransferirEstoqueButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0320,EstoqueControl,UserControls\EstoqueControl.xaml,Produto360Button,360,Produto360Button_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0321,EstoqueControl,UserControls\EstoqueControl.xaml,ExcluirProdutoButton,Excluir,ExcluirProdutoButton_Click,Button,Alto,DESTRUCTIVE_REQUIRES_CONFIRMATION,Ação destrutiva inspecionada com segurança — execução bloqueada
BTN-0322,EstoqueControl,UserControls\EstoqueControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[TryAgain]}",RetryEstoqueButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0323,EstoqueControl,UserControls\EstoqueControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewProduct]}",NovoProdutoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0324,FinanceiroControl,UserControls\FinanceiroControl.xaml,AtualizarDadosButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Refresh]}",AtualizarDadosButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0325,FinanceiroControl,UserControls\FinanceiroControl.xaml,ComissaoTecnicosButton,Comissao tecnicos,ComissaoTecnicosButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0326,FinanceiroControl,UserControls\FinanceiroControl.xaml,ExportarRelatorioButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Export]}",ExportarRelatorioButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0327,FinanceiroControl,UserControls\FinanceiroControl.xaml,,PDF,GerarPDFButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0328,FinanceiroControl,UserControls\FinanceiroControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Print]}",ImprimirButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0329,FinanceiroControl,UserControls\FinanceiroControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Filters]}",FiltrosAvancadosButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0330,FinanceiroControl,UserControls\FinanceiroControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[TryAgain]}",RetryFinanceiroButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0331,FinanceiroControl,UserControls\FinanceiroControl.xaml,FiltroContasPagarTodasButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[All]}",FiltroContasPagarTodas_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0332,FinanceiroControl,UserControls\FinanceiroControl.xaml,FiltroContasPagarVencidasButton,Vencidas,FiltroContasPagarVencidas_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0333,FinanceiroControl,UserControls\FinanceiroControl.xaml,FiltroContasPagarHojeButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Today]}",FiltroContasPagarHoje_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0334,FinanceiroControl,UserControls\FinanceiroControl.xaml,FiltroContasPagarSemanaButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Week]}",FiltroContasPagarSemana_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0335,FinanceiroControl,UserControls\FinanceiroControl.xaml,BaixarContaPagarSelecionadaButton,Baixar selecionada,BaixarContaPagarSelecionada_Click,Button,Alto,DESTRUCTIVE_REQUIRES_CONFIRMATION,Ação destrutiva inspecionada com segurança — execução bloqueada
BTN-0336,FinanceiroControl,UserControls\FinanceiroControl.xaml,FiltroContasReceberTodasButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[All]}",FiltroContasReceberTodas_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0337,FinanceiroControl,UserControls\FinanceiroControl.xaml,FiltroContasReceberVencidasButton,Vencidas,FiltroContasReceberVencidas_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0338,FinanceiroControl,UserControls\FinanceiroControl.xaml,FiltroContasReceberHojeButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Today]}",FiltroContasReceberHoje_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0339,FinanceiroControl,UserControls\FinanceiroControl.xaml,FiltroContasReceberSemanaButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Week]}",FiltroContasReceberSemana_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0340,FinanceiroControl,UserControls\FinanceiroControl.xaml,BaixarContaReceberSelecionadaButton,Receber selecionada,BaixarContaReceberSelecionada_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0341,FinanceiroControl,UserControls\FinanceiroControl.xaml,AbrirOrigemReceberButton,Abrir origem,AbrirOrigemReceberButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0342,FiscalOperationsControl,UserControls\FiscalOperationsControl.xaml,RefreshButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Refresh]}",RefreshButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0343,FiscalOperationsControl,UserControls\FiscalOperationsControl.xaml,SaveIssuerButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[SaveEmitente]}",SaveIssuerButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0344,FornecedoresControl,UserControls\FornecedoresControl.xaml,,,AtualizarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0345,FornecedoresControl,UserControls\FornecedoresControl.xaml,ExportarFornecedoresButton,Exportar,ExportarFornecedoresButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0346,FornecedoresControl,UserControls\FornecedoresControl.xaml,,,NovoFornecedorButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0347,FornecedoresControl,UserControls\FornecedoresControl.xaml,ExcluirFornecedorSelecionadoButton,ExcluirFornecedorSelecionadoButton,ExcluirFornecedorSelecionadoButton_Click,Button,Alto,DESTRUCTIVE_REQUIRES_CONFIRMATION,Ação destrutiva inspecionada com segurança — execução bloqueada
BTN-0348,FornecedoresControl,UserControls\FornecedoresControl.xaml,,,LimparFiltrosButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0349,FuncionariosControl,UserControls\FuncionariosControl.xaml,AtualizarButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Refresh]}",AtualizarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0350,FuncionariosControl,UserControls\FuncionariosControl.xaml,NovoFuncionarioButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewEmployee]}",NovoFuncionarioButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0351,FuncionariosControl,UserControls\FuncionariosControl.xaml,Configurar2FAButton,2FA,Configurar2FAButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0352,FuncionariosControl,UserControls\FuncionariosControl.xaml,GerenciarPerfisButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[ManageProfiles]}",GerenciarPerfisButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0353,FuncionariosControl,UserControls\FuncionariosControl.xaml,ConfigurarPermissoesButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[ConfigurePermissions]}",ConfigurarPermissoesButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0354,FuncionariosControl,UserControls\FuncionariosControl.xaml,,Limpar busca,LimparFiltrosButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0355,FuncionariosControl,UserControls\FuncionariosControl.xaml,RedefinirSenhaButton,Redefinir senha,RedefinirSenhaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0356,FuncionariosControl,UserControls\FuncionariosControl.xaml,BloquearFuncionarioButton,Bloquear,BloquearFuncionarioButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0357,FuncionariosControl,UserControls\FuncionariosControl.xaml,ReativarFuncionarioButton,Reativar,ReativarFuncionarioButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0358,GlobalSearchControl,UserControls\GlobalSearchControl.xaml,ClearButton,Limpar busca,ClearButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0359,HelpControl,UserControls\HelpControl.xaml,Expander,Expander,,ToggleButton,Baixo,PASS,Interação de navegação/consulta
BTN-0360,ImportarNFeControl,UserControls\ImportarNFeControl.xaml,NovaImportacaoButton,Nova importacao XML,NovaImportacaoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0361,ImportarNFeControl,UserControls\ImportarNFeControl.xaml,AtualizarHistoricoButton,Atualizar historico,AtualizarHistoricoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0362,ImportarNFeControl,UserControls\ImportarNFeControl.xaml,DesfazerProdutosImportacaoButton,Desfazer produtos,DesfazerProdutosImportacaoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0363,ImportarNFeControl,UserControls\ImportarNFeControl.xaml,ExcluirImportacaoSelecionadaButton,Excluir XML selecionado,ExcluirImportacaoSelecionadaButton_Click,Button,Alto,DESTRUCTIVE_REQUIRES_CONFIRMATION,Ação destrutiva inspecionada com segurança — execução bloqueada
BTN-0364,ImportarNFeControl,UserControls\ImportarNFeControl.xaml,AbrirPastaXmlsButton,Abrir pasta de XMLs,AbrirPastaXmlsButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0365,ImportarNFeControl,UserControls\ImportarNFeControl.xaml,LimparFiltrosButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[ClearFilters]}",LimparFiltrosButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0366,ImportarNFeControl,UserControls\ImportarNFeControl.xaml,,Nova importacao XML,NovaImportacaoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0367,OficinaKanbanControl,UserControls\OficinaKanbanControl.xaml,AtualizarKanbanButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Refresh]}",AtualizarKanbanButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0368,OficinaKanbanControl,UserControls\OficinaKanbanControl.xaml,AbrirOsSelecionadaButton,Abrir OS,AbrirOsSelecionadaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0369,OficinaKanbanControl,UserControls\OficinaKanbanControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Select]}",SelecionarCardButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0370,OficinaKanbanControl,UserControls\OficinaKanbanControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[AdvanceStatus]}",AvancarStatusCardButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0371,OficinaKanbanControl,UserControls\OficinaKanbanControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[WhatsApp]}",WhatsAppCardButton_Click,Button,Médio,REQUIRES_EXTERNAL_DEPENDENCY,Dependência externa (SEFAZ / Certificado / WhatsApp)
BTN-0372,OficinaKanbanControl,UserControls\OficinaKanbanControl.xaml,,Alterar,AlterarStatusSelecionadoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0373,OficinaKanbanControl,UserControls\OficinaKanbanControl.xaml,,Copiar mensagem sugerida,CopiarMensagemButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0374,OrcamentoClientePanelControl,UserControls\OrcamentoClientePanelControl.xaml,,Cadastro rapido,CadastroRapido_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0375,OrcamentoClientePanelControl,UserControls\OrcamentoClientePanelControl.xaml,,Buscar cliente,BuscarCliente_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0376,OrcamentoClientePanelControl,UserControls\OrcamentoClientePanelControl.xaml,,Historico completo,HistoricoCompleto_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0377,OrcamentoProdutosPanelControl,UserControls\OrcamentoProdutosPanelControl.xaml,,Adicionar ao carrinho,Produto_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0378,OrcamentosControl,UserControls\OrcamentosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewQuote]}",NovoOrcamento_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0379,OrcamentosControl,UserControls\OrcamentosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Duplicate]}",Duplicar_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0380,OrcamentosControl,UserControls\OrcamentosControl.xaml,ExportarPdfOrcamentoButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[ExportPdf]}",ExportarPDF_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0381,OrcamentosControl,UserControls\OrcamentosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Print]}",Imprimir_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0382,OrcamentosControl,UserControls\OrcamentosControl.xaml,WhatsAppOrcamentoButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[WhatsApp]}",WhatsApp_Click,Button,Médio,REQUIRES_EXTERNAL_DEPENDENCY,Dependência externa (SEFAZ / Certificado / WhatsApp)
BTN-0383,OrcamentosControl,UserControls\OrcamentosControl.xaml,,E-mail,Email_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0384,OrcamentosControl,UserControls\OrcamentosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Approve]}",Aprovar_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0385,OrcamentosControl,UserControls\OrcamentosControl.xaml,,Converter venda,ConverterVenda_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0386,OrcamentosControl,UserControls\OrcamentosControl.xaml,,Converter OS,ConverterOs_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0387,OrcamentosControl,UserControls\OrcamentosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[SaveDraft]}",SalvarRascunho_Click,Button,Médio,PASS,Ação de persistência segura / validação de formulário
BTN-0388,OrcamentosControl,UserControls\OrcamentosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Delete]}",Excluir_Click,Button,Alto,DESTRUCTIVE_REQUIRES_CONFIRMATION,Ação destrutiva inspecionada com segurança — execução bloqueada
BTN-0389,OrcamentosControl,UserControls\OrcamentosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[FullWallet]}",CarteiraCompleta_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0390,OrcamentosControl,UserControls\OrcamentosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[ClientSheet]}",BuscarCliente_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0391,OrcamentosControl,UserControls\OrcamentosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[History]}",HistoricoCompleto_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0392,OrcamentosControl,UserControls\OrcamentosControl.xaml,,Agendar,AgendarOrcamento_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0393,OrcamentosControl,UserControls\OrcamentosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[SeeAll]}",CarteiraCompleta_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0394,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewOs]}",NovaOsButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0395,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Edit]}",EditarOsButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0396,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,ExcluirOsButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Delete]}",ExcluirOsButton_Click,Button,Alto,DESTRUCTIVE_REQUIRES_CONFIRMATION,Ação destrutiva inspecionada com segurança — execução bloqueada
BTN-0397,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[ApproveClient]}",AprovarClienteButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0398,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[AwaitingPart]}",AguardarPecaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0399,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,AvancarStatusButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[AdvanceStatus]}",AvancarStatusButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0400,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,GerarFinanceiroButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[GenerateFinancial]}",GerarFinanceiroButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0401,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,EnviarClienteButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[SendToClient]}",EnviarClienteButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0402,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,ImprimirOsButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Print]}",ImprimirOsButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0403,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Refresh]}",AtualizarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0404,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[TryAgain]}",AtualizarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0405,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewOs]}",NovaOsButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0406,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[CopySummary]}",CopiarResumoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0407,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[ClientHistory]}",HistoricoClienteButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0408,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,,Veículo 360,AbrirVeiculo360Button_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0409,OrdensServicoControl,UserControls\OrdensServicoControl.xaml,AgendarRetornoOsButton,Agendar retorno,AgendarRetornoOsButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0410,PDVControl,UserControls\PDVControl.xaml,BuscarProdutoButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Search]}",BuscarProdutoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0411,PDVControl,UserControls\PDVControl.xaml,AbrirSelecionarProdutoButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Products]}",AbrirSelecionarProdutoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0412,PDVControl,UserControls\PDVControl.xaml,,...,,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0413,PDVControl,UserControls\PDVControl.xaml,Aumentar quantidade,+,AumentarQuantidadeButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0414,PDVControl,UserControls\PDVControl.xaml,Diminuir quantidade,-,DiminuirQuantidadeButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0415,PDVControl,UserControls\PDVControl.xaml,Remover item,X,RemoverItemButton_Click,Button,Alto,DESTRUCTIVE_REQUIRES_CONFIRMATION,Ação destrutiva inspecionada com segurança — execução bloqueada
BTN-0416,PDVControl,UserControls\PDVControl.xaml,AbrirSelecionarClienteButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Select]}",AbrirSelecionarClienteButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
