arquivo,linha,método,campo,tabela,tipo,classificação,ação necessária,status
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,475,COUNT,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,495,lower,Valor,AgendamentoServicos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,507,COUNT,TotalVendas,CaixaSessoes,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,526,lower,Valor,AgendamentoServicos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,646,ReadDecimal,N/A,N/A,ReadDecimal,A,Atualizar helper para delegar a MoneyIO / CentsV1,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,648,ReadDecimal,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\MoneyCents.cs,9,ClassLevel,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,13,MoneyCents,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,15,FromCents,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,17,FromDecimal,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,20,FromDouble,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,25,ToDecimal,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,26,ToDecimal,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,32,Split,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,37,Split,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,41,Split,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,46,ApplyPercentDiscount,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,51,ApplyPercentDiscount,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,54,Equals,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,55,Equals,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,57,CompareTo,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,60,CompareTo,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyCents.cs,61,CompareTo,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyIO.cs,47,LerMoeda,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\MoneyIO.cs,66,LerMoedaNullable,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\MoneyIO.cs,82,GravarMoeda,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyIO.cs,113,GravarMoedaNullable,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\MoneyIO.cs,143,ConverterAgregacao,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\MoneyIO.cs,155,PrepararFiltro,N/A,N/A,MoneyCents,B,Preservar uso do MoneyIO/MoneyCents,PROTECTED
PrimoAutoEletrica\Services\OficinaProfissionalService.cs,52,CriarSnapshot,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\OficinaProfissionalService.cs,417,CalcularTotalOrdem,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OperationalWorkflowTestService.cs,603,OrcamentoPdfService,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\OperationalWorkflowTestService.cs,768,OrcamentoPdfService,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\OperationalWorkflowTestService.cs,771,OrcamentoPdfService,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\OperationalWorkflowTestService.cs,1027,OrcamentoPdfService,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\OperationalWorkflowTestService.cs,1715,CreateOrcamento,Subtotal,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OperationalWorkflowTestService.cs,1716,CreateOrcamento,LucroEstimado,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,670,MaterializarOrcamento,Subtotal,OrcamentoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.Subtotal),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,671,MaterializarOrcamento,Desconto,OrcamentoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.Desconto),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,673,MaterializarOrcamento,Desconto,OrcamentoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.Desconto),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,674,MaterializarOrcamento,Acrescimo,Orcamentos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (Orcamentos.Acrescimo),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,675,MaterializarOrcamento,Total,Orcamentos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (Orcamentos.Total),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,676,MaterializarOrcamento,MargemLucro,OrcamentoItens,ReadDecimal,C,Preservar leitura numerica padrao (OrcamentoItens.MargemLucro),PROTECTED_NON_MONETARY
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,677,MaterializarOrcamento,LucroEstimado,OrcamentoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.LucroEstimado),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,678,MaterializarOrcamento,ComissaoVendedor,Orcamentos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (Orcamentos.ComissaoVendedor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,679,MaterializarOrcamento,ImpostosEstimados,Orcamentos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (Orcamentos.ImpostosEstimados),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,701,MaterializarOrcamentoItem,PrecoUnitario,AgendamentoProdutos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoProdutos.PrecoUnitario),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,702,MaterializarOrcamentoItem,PrecoCusto,OrcamentoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.PrecoCusto),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,703,MaterializarOrcamentoItem,Desconto,OrcamentoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.Desconto),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,704,MaterializarOrcamentoItem,Subtotal,OrcamentoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.Subtotal),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,705,MaterializarOrcamentoItem,LucroEstimado,OrcamentoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.LucroEstimado),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,706,MaterializarOrcamentoItem,MargemLucro,OrcamentoItens,ReadDecimal,C,Preservar leitura numerica padrao (OrcamentoItens.MargemLucro),PROTECTED_NON_MONETARY
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,1231,ReadDecimal,N/A,N/A,ReadDecimal,A,Atualizar helper para delegar a MoneyIO / CentsV1,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\OrcamentoDatabaseService.cs,1238,ReadDecimal,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\OrcamentoPdfService.cs,233,DrawItemsSection,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\OrcamentoPdfService.cs,242,DrawItemsSection,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\OrcamentoPdfService.cs,386,DrawItemsHeader,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\OrcamentoPdfService.cs,435,DrawItemRow,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\Primox360Service.cs,107,TotalOs,Desconto,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\Primox360Service.cs,109,TotalOs,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\Primox360Service.cs,110,TotalOs,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\Primox360Service.cs,111,TotalOs,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\Primox360Service.cs,112,TotalOs,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\Primox360Service.cs,191,TotalOs,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\Primox360Service.cs,195,TotalOs,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\Primox360Service.cs,198,TotalOs,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\Primox360Service.cs,230,TotalOs,Desconto,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\Primox360Service.cs,231,TotalOs,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\Primox360Service.cs,291,ObterOrdemServico360,Desconto,OrcamentoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\Primox360Service.cs,355,ObterProduto360,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\Primox360Service.cs,360,ObterProduto360,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\Primox360Service.cs,361,ObterProduto360,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\Primox360Service.cs,446,ObterContasReceberVinculadasAoCliente,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\ProdutoEtiquetaService.cs,202,TryDrawCode39,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,251,ObterDadosFinanceiros,Valor,AgendamentoServicos,LerDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,277,COALESCE,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,294,COALESCE,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,322,COALESCE,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,387,ObterConciliacaoFinanceira,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,399,ObterConciliacaoFinanceira,TotalVendas,CaixaSessoes,LerDecimal,A,Converter para MoneyIO.LerMoeda (CaixaSessoes.TotalVendas),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,409,ObterConciliacaoFinanceira,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,422,COALESCE,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,459,ObterOrdensServicoRelatorio,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,462,ObterOrdensServicoRelatorio,CustoUnitario,OrdemServicoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,510,COALESCE,Valor,AgendamentoServicos,LerDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,511,COALESCE,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,543,ObterOrdensServicoPorTecnico,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,546,ObterOrdensServicoPorTecnico,CustoUnitario,OrdemServicoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,566,LOWER,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,567,LOWER,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,568,LOWER,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,569,LOWER,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,570,LOWER,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,587,LOWER,Valor,AgendamentoServicos,LerDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,588,LOWER,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,611,COALESCE,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,612,COALESCE,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,613,COALESCE,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,632,LOWER,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,633,LOWER,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,634,LOWER,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,653,COALESCE,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,654,COALESCE,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,655,COALESCE,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,672,LOWER,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,673,LOWER,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,674,LOWER,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,783,ObterDadosVendas,Valor,AgendamentoServicos,LerDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,784,ObterDadosVendas,Desconto,OrcamentoItens,LerDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.Desconto),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,785,ObterDadosVendas,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,817,COALESCE,N/A,N/A,AVG_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,889,ObterMargemPorProduto,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,890,ObterMargemPorProduto,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,891,ObterMargemPorProduto,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,897,COALESCE,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,898,COALESCE,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,899,BY,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,900,BY,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,907,BY,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,908,BY,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,953,ObterVendasPorHora,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,954,ObterVendasPorHora,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,955,ObterVendasPorHora,N/A,N/A,AVG_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,973,ObterVendasPorHora,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,974,ObterVendasPorHora,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1007,ObterVendasPorDia,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1008,ObterVendasPorDia,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1009,ObterVendasPorDia,N/A,N/A,AVG_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1029,ObterVendasPorDia,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1030,ObterVendasPorDia,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1088,ObterInadimplenciaDetalhada,Valor,AgendamentoServicos,LerDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1145,BY,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1177,AplicarCurvaAbc,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1255,ObterDadosClientes,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1397,SUM,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1421,SUM,Valor,AgendamentoServicos,LerDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1622,ObterDadosCaixaDaTabela,Valor,AgendamentoServicos,LerDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1623,ObterDadosCaixaDaTabela,Valor,AgendamentoServicos,LerDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1624,ObterDadosCaixaDaTabela,Sangrias,MovimentacoesCaixa,LerDecimal,A,Converter para MoneyIO.LerMoeda (MovimentacoesCaixa.Sangrias),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1625,ObterDadosCaixaDaTabela,Suprimentos,MovimentacoesCaixa,LerDecimal,A,Converter para MoneyIO.LerMoeda (MovimentacoesCaixa.Suprimentos),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1626,ObterDadosCaixaDaTabela,Diferenca,MovimentacoesCaixa,LerDecimal,A,Converter para MoneyIO.LerMoeda (MovimentacoesCaixa.Diferenca),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1641,ObterDadosCaixaDoFinanceiro,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1642,ObterDadosCaixaDoFinanceiro,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1657,ObterDadosCaixaDoFinanceiro,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\RelatorioDatabaseService.cs,1658,ObterDadosCaixaDoFinanceiro,N/A,N/A,LerDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
