Table,Column,RowIndex,LegacyReal,ExpectedCents,ShadowCents,RoundtripDecimal,Difference,Status
OrdemServicoItens,CustoUnitario,25,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,26,500.0,50000,50000,500,0.00,PASS
OrdemServicoItens,CustoUnitario,27,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,28,525.0,52500,52500,525,0.00,PASS
OrdemServicoItens,CustoUnitario,29,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,30,550.0,55000,55000,550,0.00,PASS
OrdemServicoItens,CustoUnitario,31,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,32,575.0,57500,57500,575,0.00,PASS
OrdemServicoItens,CustoUnitario,33,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,34,600.0,60000,60000,600,0.00,PASS
OrdemServicoItens,CustoUnitario,35,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,36,235.0,23500,23500,235,0.00,PASS
OrdemServicoItens,CustoUnitario,37,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,38,250.0,25000,25000,250,0.00,PASS
OrdemServicoItens,CustoUnitario,39,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,40,265.0,26500,26500,265,0.00,PASS
OrdemServicoItens,CustoUnitario,41,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,42,280.0,28000,28000,280,0.00,PASS
OrdemServicoItens,CustoUnitario,43,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,44,295.0,29500,29500,295,0.00,PASS
OrdemServicoItens,CustoUnitario,45,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,46,310.0,31000,31000,310,0.00,PASS
OrdemServicoItens,CustoUnitario,47,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,48,325.0,32500,32500,325,0.00,PASS
OrdemServicoItens,CustoUnitario,49,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,50,340.0,34000,34000,340,0.00,PASS
OrdemServicoItens,CustoUnitario,51,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,52,355.0,35500,35500,355,0.00,PASS
OrdemServicoItens,CustoUnitario,53,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,54,370.0,37000,37000,370,0.00,PASS
OrdemServicoItens,CustoUnitario,55,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,56,48.0,4800,4800,48,0.00,PASS
OrdemServicoItens,CustoUnitario,57,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,58,51.0,5100,5100,51,0.00,PASS
OrdemServicoItens,CustoUnitario,59,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,60,54.0,5400,5400,54,0.00,PASS
OrdemServicoItens,CustoUnitario,61,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,62,57.0,5700,5700,57,0.00,PASS
OrdemServicoItens,CustoUnitario,63,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,64,60.0,6000,6000,60,0.00,PASS
OrdemServicoItens,CustoUnitario,65,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,66,63.0,6300,6300,63,0.00,PASS
OrdemServicoItens,CustoUnitario,67,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,68,66.0,6600,6600,66,0.00,PASS
OrdemServicoItens,CustoUnitario,69,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,70,69.0,6900,6900,69,0.00,PASS
OrdemServicoItens,CustoUnitario,71,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,72,72.0,7200,7200,72,0.00,PASS
OrdemServicoItens,CustoUnitario,73,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,74,75.0,7500,7500,75,0.00,PASS
OrdemServicoItens,CustoUnitario,75,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,76,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,77,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,78,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,79,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,80,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,81,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,82,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,83,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,84,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,85,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,86,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,87,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,88,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,89,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,90,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,91,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,92,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,93,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,94,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,95,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,96,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,97,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,98,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,99,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,100,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,101,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,102,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,103,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,104,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,105,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,106,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,107,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,108,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,109,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,110,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,111,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,112,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,113,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,114,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,115,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,116,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,117,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,118,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,119,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,120,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,121,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,122,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,123,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,124,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,125,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,126,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,127,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,128,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,129,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,130,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,131,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,132,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,133,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,134,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,135,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,136,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,137,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,138,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,139,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,140,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,141,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,142,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,143,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,144,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,145,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,146,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,147,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,148,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,149,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,150,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,151,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,152,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,153,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,154,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,155,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,156,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,157,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,158,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,159,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,160,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,161,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,162,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,163,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,164,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,165,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,166,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,167,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,168,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,169,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,170,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,171,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,172,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,173,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,174,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,175,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,176,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,177,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,178,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,179,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,180,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,181,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,182,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,183,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,184,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,185,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,186,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,187,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,188,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,189,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,190,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,191,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,192,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,193,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,194,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,195,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,196,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,197,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,198,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,199,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,200,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,201,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,202,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,203,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,204,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,205,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,206,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,207,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,208,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,209,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,210,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,211,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,212,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,213,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,214,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,215,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,216,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,217,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,218,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,219,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,220,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,221,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,222,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,223,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,224,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,225,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,226,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,227,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,228,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,229,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,230,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,231,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,232,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,233,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,234,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,235,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,236,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,237,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,238,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,239,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,240,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,241,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,242,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,243,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,244,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,245,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,246,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,247,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,248,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,249,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,250,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,251,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,252,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,253,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,254,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,255,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,256,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,257,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,258,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,259,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,260,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,261,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,262,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,263,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,264,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,265,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,266,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,267,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,268,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,269,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,270,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,271,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,272,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,273,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,274,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,275,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,276,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,277,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,278,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,279,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,280,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,281,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,282,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,283,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,284,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,285,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,286,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,287,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,288,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,289,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,290,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,291,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,292,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,293,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,294,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,295,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,296,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,297,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,298,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,299,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,300,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,301,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,302,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,303,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,304,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,305,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,306,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,307,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,308,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,309,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,310,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,311,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,312,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,313,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,314,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,315,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,316,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,317,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,318,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,319,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,320,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,321,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,322,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,323,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,324,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,325,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,326,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,327,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,328,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,329,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,330,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,331,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,332,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,333,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,334,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,335,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,336,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,337,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,338,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,339,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,340,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,341,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,342,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,343,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,344,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,345,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,346,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,347,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,348,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,349,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,350,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,351,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,352,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,353,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,354,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,355,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,356,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,357,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,358,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,359,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,360,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,361,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,362,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,363,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,364,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,365,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,366,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,367,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,368,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,369,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,370,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,371,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,372,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,373,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,374,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,375,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,376,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,377,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,378,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,379,20.0,2000,2000,20,0.00,PASS
OrdemServicoItens,CustoUnitario,380,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,381,20.0,2000,2000,20,0.00,PASS
