Table,Column,RowIndex,OldReal,ExpectedCents,NewCents,RoundtripDecimal,Difference,Status
OrcamentoItens,LucroEstimado,36,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,37,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,38,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,39,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,40,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,41,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,42,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,43,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,44,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,45,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,46,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,47,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,48,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,49,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Subtotal,0,120.0,12000,12000,120,0.00,PASS
Orcamentos,Subtotal,1,80.0,8000,8000,80,0.00,PASS
Orcamentos,Subtotal,2,180.0,18000,18000,180,0.00,PASS
Orcamentos,Subtotal,3,120.0,12000,12000,120,0.00,PASS
Orcamentos,Subtotal,4,120.0,12000,12000,120,0.00,PASS
Orcamentos,Subtotal,5,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,6,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,7,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,8,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,9,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,10,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,11,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,12,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,13,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,14,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,15,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,16,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,17,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,18,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,19,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,20,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,21,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,22,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,23,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,24,480.0,48000,48000,480,0.00,PASS
Orcamentos,Subtotal,25,825.0,82500,82500,825,0.00,PASS
Orcamentos,Subtotal,26,880.0,88000,88000,880,0.00,PASS
Orcamentos,Subtotal,27,935.0,93500,93500,935,0.00,PASS
Orcamentos,Subtotal,28,990.0,99000,99000,990,0.00,PASS
Orcamentos,Subtotal,29,1045.0,104500,104500,1045,0.00,PASS
Orcamentos,Subtotal,30,1100.0,110000,110000,1100,0.00,PASS
Orcamentos,Subtotal,31,1155.0,115500,115500,1155,0.00,PASS
Orcamentos,Subtotal,32,1210.0,121000,121000,1210,0.00,PASS
Orcamentos,Subtotal,33,1265.0,126500,126500,1265,0.00,PASS
Orcamentos,Subtotal,34,1320.0,132000,132000,1320,0.00,PASS
Orcamentos,Subtotal,35,735.0,73500,73500,735,0.00,PASS
Orcamentos,Subtotal,36,780.0,78000,78000,780,0.00,PASS
Orcamentos,Subtotal,37,825.0,82500,82500,825,0.00,PASS
Orcamentos,Subtotal,38,870.0,87000,87000,870,0.00,PASS
Orcamentos,Subtotal,39,915.0,91500,91500,915,0.00,PASS
Orcamentos,Subtotal,40,960.0,96000,96000,960,0.00,PASS
Orcamentos,Subtotal,41,1005.0,100500,100500,1005,0.00,PASS
Orcamentos,Subtotal,42,1050.0,105000,105000,1050,0.00,PASS
Orcamentos,Subtotal,43,1095.0,109500,109500,1095,0.00,PASS
Orcamentos,Subtotal,44,1140.0,114000,114000,1140,0.00,PASS
Orcamentos,Subtotal,45,253.0,25300,25300,253,0.00,PASS
Orcamentos,Subtotal,46,276.0,27600,27600,276,0.00,PASS
Orcamentos,Subtotal,47,299.0,29900,29900,299,0.00,PASS
Orcamentos,Subtotal,48,322.0,32200,32200,322,0.00,PASS
Orcamentos,Subtotal,49,345.0,34500,34500,345,0.00,PASS
Orcamentos,Desconto,0,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,1,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,2,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,3,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,4,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,5,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,6,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,7,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,8,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,9,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,10,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,11,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,12,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,13,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,14,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,15,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,16,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,17,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,18,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,19,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,20,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,21,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,22,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,23,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,24,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,25,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,26,10.0,1000,1000,10,0.00,PASS
Orcamentos,Desconto,27,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,28,10.0,1000,1000,10,0.00,PASS
Orcamentos,Desconto,29,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,30,10.0,1000,1000,10,0.00,PASS
Orcamentos,Desconto,31,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,32,10.0,1000,1000,10,0.00,PASS
Orcamentos,Desconto,33,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,34,10.0,1000,1000,10,0.00,PASS
Orcamentos,Desconto,35,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,36,10.0,1000,1000,10,0.00,PASS
Orcamentos,Desconto,37,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,38,10.0,1000,1000,10,0.00,PASS
Orcamentos,Desconto,39,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,40,10.0,1000,1000,10,0.00,PASS
Orcamentos,Desconto,41,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,42,10.0,1000,1000,10,0.00,PASS
Orcamentos,Desconto,43,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,44,10.0,1000,1000,10,0.00,PASS
Orcamentos,Desconto,45,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,46,10.0,1000,1000,10,0.00,PASS
Orcamentos,Desconto,47,0.0,0,0,0,0.00,PASS
Orcamentos,Desconto,48,10.0,1000,1000,10,0.00,PASS
Orcamentos,Desconto,49,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,0,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,1,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,2,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,3,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,4,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,5,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,6,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,7,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,8,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,9,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,10,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,11,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,12,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,13,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,14,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,15,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,16,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,17,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,18,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,19,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,20,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,21,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,22,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,23,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,24,0.0,0,0,0,0.00,PASS
Orcamentos,Acrescimo,25,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,26,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,27,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,28,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,29,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,30,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,31,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,32,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,33,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,34,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,35,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,36,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,37,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,38,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,39,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,40,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,41,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,42,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,43,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,44,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,45,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,46,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,47,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,48,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Acrescimo,49,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,Total,0,120.0,12000,12000,120,0.00,PASS
Orcamentos,Total,1,80.0,8000,8000,80,0.00,PASS
Orcamentos,Total,2,180.0,18000,18000,180,0.00,PASS
Orcamentos,Total,3,120.0,12000,12000,120,0.00,PASS
Orcamentos,Total,4,120.0,12000,12000,120,0.00,PASS
Orcamentos,Total,5,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,6,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,7,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,8,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,9,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,10,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,11,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,12,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,13,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,14,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,15,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,16,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,17,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,18,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,19,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,20,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,21,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,22,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,23,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,24,480.0,48000,48000,480,0.00,PASS
Orcamentos,Total,25,825.0,82500,82500,825,0.00,PASS
Orcamentos,Total,26,870.0,87000,87000,870,0.00,PASS
Orcamentos,Total,27,935.0,93500,93500,935,0.00,PASS
Orcamentos,Total,28,980.0,98000,98000,980,0.00,PASS
Orcamentos,Total,29,1045.0,104500,104500,1045,0.00,PASS
Orcamentos,Total,30,1090.0,109000,109000,1090,0.00,PASS
Orcamentos,Total,31,1155.0,115500,115500,1155,0.00,PASS
Orcamentos,Total,32,1200.0,120000,120000,1200,0.00,PASS
Orcamentos,Total,33,1265.0,126500,126500,1265,0.00,PASS
Orcamentos,Total,34,1310.0,131000,131000,1310,0.00,PASS
Orcamentos,Total,35,735.0,73500,73500,735,0.00,PASS
Orcamentos,Total,36,770.0,77000,77000,770,0.00,PASS
Orcamentos,Total,37,825.0,82500,82500,825,0.00,PASS
Orcamentos,Total,38,860.0,86000,86000,860,0.00,PASS
Orcamentos,Total,39,915.0,91500,91500,915,0.00,PASS
Orcamentos,Total,40,950.0,95000,95000,950,0.00,PASS
Orcamentos,Total,41,1005.0,100500,100500,1005,0.00,PASS
Orcamentos,Total,42,1040.0,104000,104000,1040,0.00,PASS
Orcamentos,Total,43,1095.0,109500,109500,1095,0.00,PASS
Orcamentos,Total,44,1130.0,113000,113000,1130,0.00,PASS
Orcamentos,Total,45,253.0,25300,25300,253,0.00,PASS
Orcamentos,Total,46,266.0,26600,26600,266,0.00,PASS
Orcamentos,Total,47,299.0,29900,29900,299,0.00,PASS
Orcamentos,Total,48,312.0,31200,31200,312,0.00,PASS
Orcamentos,Total,49,345.0,34500,34500,345,0.00,PASS
Orcamentos,LucroEstimado,0,120.0,12000,12000,120,0.00,PASS
Orcamentos,LucroEstimado,1,80.0,8000,8000,80,0.00,PASS
Orcamentos,LucroEstimado,2,180.0,18000,18000,180,0.00,PASS
Orcamentos,LucroEstimado,3,120.0,12000,12000,120,0.00,PASS
Orcamentos,LucroEstimado,4,120.0,12000,12000,120,0.00,PASS
Orcamentos,LucroEstimado,5,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,6,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,7,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,8,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,9,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,10,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,11,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,12,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,13,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,14,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,15,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,16,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,17,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,18,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,19,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,20,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,21,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,22,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,23,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,24,480.0,48000,48000,480,0.00,PASS
Orcamentos,LucroEstimado,25,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,26,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,27,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,28,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,29,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,30,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,31,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,32,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,33,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,34,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,35,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,36,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,37,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,38,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,39,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,40,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,41,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,42,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,43,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,44,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,45,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,46,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,47,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,48,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,LucroEstimado,49,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,0,6.0,600,600,6,0.00,PASS
Orcamentos,ComissaoVendedor,1,4.0,400,400,4,0.00,PASS
Orcamentos,ComissaoVendedor,2,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,3,6.0,600,600,6,0.00,PASS
Orcamentos,ComissaoVendedor,4,6.0,600,600,6,0.00,PASS
Orcamentos,ComissaoVendedor,5,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,6,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,7,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,8,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,9,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,10,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,11,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,12,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,13,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,14,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,15,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,16,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,17,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,18,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,19,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,20,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,21,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,22,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,23,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,24,0.0,0,0,0,0.00,PASS
Orcamentos,ComissaoVendedor,25,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,26,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,27,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,28,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,29,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,30,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,31,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,32,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,33,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,34,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,35,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,36,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,37,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,38,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,39,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,40,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,41,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,42,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,43,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,44,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,45,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,46,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,47,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,48,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ComissaoVendedor,49,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,0,21.6,2160,2160,21.6,0.00,PASS
Orcamentos,ImpostosEstimados,1,14.4,1440,1440,14.4,0.00,PASS
Orcamentos,ImpostosEstimados,2,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,3,21.6,2160,2160,21.6,0.00,PASS
Orcamentos,ImpostosEstimados,4,21.6,2160,2160,21.6,0.00,PASS
Orcamentos,ImpostosEstimados,5,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,6,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,7,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,8,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,9,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,10,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,11,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,12,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,13,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,14,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,15,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,16,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,17,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,18,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,19,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,20,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,21,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,22,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,23,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,24,0.0,0,0,0,0.00,PASS
Orcamentos,ImpostosEstimados,25,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,26,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,27,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,28,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,29,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,30,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,31,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,32,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,33,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,34,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,35,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,36,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,37,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,38,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,39,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,40,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,41,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,42,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,43,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,44,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,45,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,46,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,47,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,48,NULL,NULL,NULL,NULL,0.00,PASS
Orcamentos,ImpostosEstimados,49,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ClienteTotalGasto,0,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ClienteTotalGasto,1,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ClienteTotalGasto,2,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ClienteTotalGasto,3,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ClienteTotalGasto,4,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ClienteTotalGasto,5,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ClienteTotalGasto,6,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ClienteTotalGasto,7,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ClienteTotalGasto,8,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ClienteTotalGasto,9,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorEstimado,0,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorEstimado,1,NULL,NULL,NULL,NULL,0.00,PASS
Agendamentos,ValorEstimado,2,NULL,NULL,NULL,NULL,0.00,PASS
